opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
66 0F 38 1C /r,PABSB,RM,xmm:mew[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP; AC
0F 38 1D /r,PABSW,RM,mm:mew[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 1D /r,PABSW,RM,xmm:mew[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
0F 38 1E /r,PABSD,RM,mm:mew[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 1E /r,PABSD,RM,xmm:mew[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
VEX.128.66.0F38.WIG 1C /r,VPABSB,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP; AC
VEX.128.66.0F38.WIG 1D /r,VPABSW,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.128.66.0F38.WIG 1E /r,VPABSD,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F38.WIG 1C /r,VPABSB,RM,ymm:mew; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.256.66.0F38.WIG 1D /r,VPABSW,RM,ymm:mew; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.256.66.0F38.WIG 1E /r,VPABSD,RM,ymm:mew; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F 63 /r,PACKSSWB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 63 /r,PACKSSWB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F 6B /r,PACKSSDW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 6B /r,PACKSSDW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG 63 /r,VPACKSSWB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG 6B /r,VPACKSSDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG 63 /r,VPACKSSWB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG 6B /r,VPACKSSDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 2B /r,PACKUSDW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F38.WIG 2B /r,VPACKUSDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 2B /r,VPACKUSDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F 67 /r,PACKUSWB,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 67 /r,PACKUSWB,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG 67 /r,VPACKUSWB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG 67 /r,VPACKUSWB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F FC /r,PADDB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F FC /r,PADDB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F FD /r,PADDW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F FD /r,PADDW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F FE /r,PADDD,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F FE /r,PADDD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG FC /r,VPADDB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG FD /r,VPADDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG FE /r,VPADDD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG FC /r,VPADDB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG FD /r,VPADDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG FE /r,VPADDD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F D4 /r,PADDQ,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSE2,UD; GP
66 0F D4 /r,PADDQ,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG D4 /r,VPADDQ,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG D4 /r,VPADDQ,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F EC /r,PADDSB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F EC /r,PADDSB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F ED /r,PADDSW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F ED /r,PADDSW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG EC /r,VPADDSB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG ED /r,VPADDSW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG EC /r,VPADDSB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG ED /r,VPADDSW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F DC /r,PADDUSB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F DC /r,PADDUSB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F DD /r,PADDUSW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F DD /r,PADDUSW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG DC /r,VPADDUSB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG DD /r,VPADDUSW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG DC /r,VPADDUSB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG DD /r,VPADDUSW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F 3A 0F /r ib,PALIGNR,RMI,mm:merw[0..127]; mm/m64:mer; imm8:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 3A 0F /r ib,PALIGNR,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer,pref67:operand/1,SSSE3,UD; GP
VEX.NDS.128.66.0F3A.WIG 0F /r ib,VPALIGNR,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F3A.WIG 0F /r ib,VPALIGNR,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
0F DB /r,PAND,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F DB /r,PAND,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG DB /r,VPAND,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG DB /r,VPAND,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F DF /r,PANDN,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F DF /r,PANDN,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG DF /r,VPANDN,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG DF /r,VPANDN,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
F3 90,PAUSE,NP,,,,
0F E0 /r,PAVGB,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSE,UD; GP
66 0F E0 /r,PAVGB,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F E3 /r,PAVGW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSE,UD; GP
66 0F E3 /r,PAVGW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG E0 /r,VPAVGB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG E3 /r,VPAVGW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG E0 /r,VPAVGB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG E3 /r,VPAVGW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 10 /r,PBLENDVB,RM,xmm:merw[0..127]; xmm/m128:mer; XMM0:mr,pref67:operand/1,SSE4_1,UD; GP; AC
VEX.NDS.128.66.0F3A.W0 4C /r /is4,VPBLENDVB,RVMR,xmm:mew; xmm:mer; xmm/m128:mer; xmm:mer,pref67:operand/1,AVX,UD; GP; AC
VEX.NDS.256.66.0F3A.W0 4C /r /is4,VPBLENDVB,RVMR,ymm:mew; ymm:mer; ymm/m256:mer; ymm:mer,pref67:operand/1,AVX2,UD; GP; AC
66 0F 3A 0E /r ib,PBLENDW,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F3A.WIG 0E /r ib,VPBLENDW,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F3A.WIG 0E /r ib,VPBLENDW,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
66 0F 3A 44 /r ib,PCLMULQDQ,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer,pref67:operand/1,PCLMULQDQ,UD; GPS; AC; PFS
VEX.NDS.128.66.0F3A.WIG 44 /r ib,VPCLMULQDQ,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,PCLMULQDQ+AVX,UD; GPS; AC; PFS
0F 74 /r,PCMPEQB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 74 /r,PCMPEQB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F 75 /r,PCMPEQW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 75 /r,PCMPEQW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F 76 /r,PCMPEQD,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 76 /r,PCMPEQD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG 74 /r,VPCMPEQB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG 75 /r,VPCMPEQW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG 76 /r,VPCMPEQD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG 74 /r,VPCMPEQB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG 75 /r,VPCMPEQW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG 76 /r,VPCMPEQD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 29 /r,PCMPEQQ,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F38.WIG 29 /r,VPCMPEQQ,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 29 /r,VPCMPEQQ,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 3A 61 /r ib,PCMPESTRI,RMI,xmm:mer; xmm/m128:mer; imm8:mer; RAX:r; RDX:r; RCX:w; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,SSE4_2,UD; GP; AC; PFS
VEX.128.66.0F3A.WIG 61 /r ib,VPCMPESTRI,RMI,xmm:mer; xmm/m128:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,AVX,UD; GP; AC; PFS
66 0F 3A 60 /r ib,PCMPESTRM,RMI,xmm:mer; xmm/m128:mer; imm8:mer; RAX:r; RDX:r; XMM0:w; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,SSE4_2,UD; GP; AC; PFS
VEX.128.66.0F3A.WIG 60 /r ib,VPCMPESTRM,RMI,xmm:mer; xmm/m128:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,AVX,UD; GP; AC; PFS
0F 64 /r,PCMPGTB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 64 /r,PCMPGTB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F 65 /r,PCMPGTW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 65 /r,PCMPGTW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
0F 66 /r,PCMPGTD,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F 66 /r,PCMPGTD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG 64 /r,VPCMPGTB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG 65 /r,VPCMPGTW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG 66 /r,VPCMPGTD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG 64 /r,VPCMPGTB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG 65 /r,VPCMPGTW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG 66 /r,VPCMPGTD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 37 /r,PCMPGTQ,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE4_2,UD; GP
VEX.NDS.128.66.0F38.WIG 37 /r,VPCMPGTQ,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 37 /r,VPCMPGTQ,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 3A 63 /r ib,PCMPISTRI,RMI,xmm:mer; xmm/m128:mer; imm8:mer; RCX:w; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,SSE4_2,UD; GP; AC; PFS
VEX.128.66.0F3A.WIG 63 /r ib,VPCMPISTRI,RMI,xmm:mer; xmm/m128:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,AVX,UD; GP; AC; PFS
66 0F 3A 62 /r ib,PCMPISTRM,RMI,xmm:mer; xmm/m128:mer; imm8:mer; XMM0:w; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,SSE4_2,UD; GP; AC; PFS
VEX.128.66.0F3A.WIG 62 /r ib,VPCMPISTRM,RMI,xmm:mer; xmm/m128:mer; imm8:mer; OF:w; SF:w; ZF:w; AF:w; PF:w; CF:w,pref67:operand/1,AVX,UD; GP; AC; PFS
VEX.NDS.LZ.F2.0F38.W0 F5 /r,PDEP,RVM,r32:mew; r32:mer; r/m32:mer,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDS.LZ.F2.0F38.W1 F5 /r,PDEP,RVM,r64:mew; r64:mer; r/m64:mer,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDS.LZ.F3.0F38.W0 F5 /r,PEXT,RVM,r32:mew; r32:mer; r/m32:mer,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDS.LZ.F3.0F38.W1 F5 /r,PEXT,RVM,r64:mew; r64:mer; r/m64:mer,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
66 0F 3A 14 /r ib,PEXTRB,MRI,r/m8:mew; xmm:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GPS
66 0F 3A 16 /r ib,PEXTRD,MRI,r/m32:mew; xmm:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GPS
66 0F 3A 16 /r ib,PEXTRQ,MRI,r/m64:mew; xmm:mer; imm8:mer,rex_w:required/1; pref67:operand/1,SSE4_1,UD; GPS
VEX.128.66.0F3A.W0 14 /r ib,VPEXTRB,MRI,r/m8:mew; xmm:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F3A.W0 16 /r ib,VPEXTRD,MRI,r/m32:mew; xmm:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F3A.W1 16 /r ib,VPEXTRQ,MRI,r/m64:mew; xmm:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS
0F C5 /r ib,PEXTRW,RMI,r64:mew; mm:mer; imm8:mer,pref67:operand/1,SSE,UD; GPS
66 0F C5 /r ib,PEXTRW,RMI,r64:mew; xmm:mer; imm8:mer,pref67:operand/1,SSE2,UD; GPS
66 0F 3A 15 /r ib,PEXTRW,MRI,r/m16:mew; xmm:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GPS
VEX.128.66.0F.W0 C5 /r ib,VPEXTRW,RMI,r64:mew; xmm:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F3A.W0 15 /r ib,VPEXTRW,MRI,r/m16:mew; xmm:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS
0F 38 01 /r,PHADDW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 01 /r,PHADDW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
0F 38 02 /r,PHADDD,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 02 /r,PHADDD,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
VEX.NDS.128.66.0F38.WIG 01 /r,VPHADDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F38.WIG 02 /r,VPHADDD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 01 /r,VPHADDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F38.WIG 02 /r,VPHADDD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F 38 03 /r,PHADDSW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 03 /r,PHADDSW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
VEX.NDS.128.66.0F38.WIG 03 /r,VPHADDSW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 03 /r,VPHADDSW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 41 /r,PHMINPOSUW,RM,xmm:mew[0..127]; xmm/m128:mer,pref67:operand/1,SSE4_1,UD; GP; AC; PFS
VEX.128.66.0F38.WIG 41 /r,VPHMINPOSUW,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
0F 38 05 /r,PHSUBW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 05 /r,PHSUBW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
0F 38 06 /r,PHSUBD,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 06 /r,PHSUBD,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
VEX.NDS.128.66.0F38.WIG 05 /r,VPHSUBW,RVM,xmm:merw; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F38.WIG 06 /r,VPHSUBD,RVM,xmm:merw; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 05 /r,VPHSUBW,RVM,ymm:merw; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F38.WIG 06 /r,VPHSUBD,RVM,ymm:merw; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F 38 07 /r,PHSUBSW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 07 /r,PHSUBSW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
VEX.NDS.128.66.0F38.WIG 07 /r,VPHSUBSW,RVM,xmm:merw; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 07 /r,VPHSUBSW,RVM,ymm:merw; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 3A 20 /r ib,PINSRB,RMI,xmm:mew[0..127]; r32/m8:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GP
66 0F 3A 22 /r ib,PINSRD,RMI,xmm:mew[0..127]; r/m32:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GP
66 0F 3A 22 /r ib,PINSRQ,RMI,xmm:mew[0..127]; r/m64:mer; imm8:mer,rex_w:required/1; pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F3A.W0 20 /r ib,VPINSRB,RVMI,xmm:mew; xmm:mer; r32/m8:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F3A.W0 22 /r ib,VPINSRD,RVMI,xmm:mew; xmm:mer; r/m32:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F3A.W1 22 /r ib,VPINSRQ,RVMI,xmm:mew; xmm:mer; r/m64:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
0F C4 /r ib,PINSRW,RMI,mm:mew[0..127]; r32/m16:mer; imm8:mer,pref67:operand/1,SSE,UD; GP
66 0F C4 /r ib,PINSRW,RMI,xmm:mew[0..127]; r32/m16:mer; imm8:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.W0 C4 /r ib,VPINSRW,RVMI,xmm:mew; xmm:mer; r32/m16:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
0F 38 04 /r,PMADDUBSW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
66 0F 38 04 /r,PMADDUBSW,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSSE3,UD; GP
VEX.NDS.128.66.0F38.WIG 04 /r,VPMADDUBSW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 04 /r,VPMADDUBSW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F F5 /r,PMADDWD,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,MMX,UD; GP
66 0F F5 /r,PMADDWD,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG F5 /r,VPMADDWD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG F5 /r,VPMADDWD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 3C /r,PMAXSB,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F38.WIG 3C /r,VPMAXSB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 3C /r,VPMAXSB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F 38 3D /r,PMAXSD,RM,xmm:merw[0..127]; xmm/m128:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F38.WIG 3D /r,VPMAXSD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.WIG 3D /r,VPMAXSD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
0F EE /r,PMAXSW,RM,mm:merw[0..127]; mm/m64:mer,pref67:operand/1,SSE,UD; GP
